PPid	species_name	UPID	isRP	clusters	in_fasta
pp1310165	Ralstonia pseudosolanacearum	UP001727212	f	4881	0
pp1310165	Ralstonia pseudosolanacearum	UP001548923	f	4903	0
pp1310165	Ralstonia pseudosolanacearum	UP001548877	f	4902	0
pp1310165	Ralstonia pseudosolanacearum	UP001548985	f	4909	0
pp1310165	Ralstonia pseudosolanacearum	UP001548888	f	4900	0
pp1310165	Ralstonia pseudosolanacearum	UP001548883	f	4900	0
pp1310165	Ralstonia pseudosolanacearum	UP001548925	f	4903	0
pp1310165	Ralstonia pseudosolanacearum	UP001548984	f	4913	0
pp1310165	Ralstonia pseudosolanacearum	UP001548901	f	4878	0
pp1310165	Ralstonia pseudosolanacearum	UP001548874	f	4882	0
pp1310165	Ralstonia pseudosolanacearum	UP001168848	f	4864	0
pp1310165	Ralstonia pseudosolanacearum	UP001548890	f	4903	0
pp1310165	Ralstonia pseudosolanacearum	UP001548962	f	4903	0
pp1310165	Ralstonia pseudosolanacearum	UP001796344	f	4816	0
pp1310165	Ralstonia pseudosolanacearum	UP001791145	f	4992	0
pp1310165	Ralstonia pseudosolanacearum	UP001784875	f	4969	0
pp1310165	Ralstonia pseudosolanacearum	UP001860246	f	4549	0
pp1310165	Ralstonia pseudosolanacearum	UP001796345	f	4816	0
pp1310165	Ralstonia pseudosolanacearum	UP001796346	f	4815	0
pp1310165	Ralstonia pseudosolanacearum	UP001784941	f	4906	0
pp1310165	Ralstonia pseudosolanacearum	UP001784951	f	4871	0
pp1310165	Ralstonia pseudosolanacearum	UP001784964	f	4877	0
pp1310165	Ralstonia pseudosolanacearum	UP001814984	f	4817	0
pp1310165	Ralstonia pseudosolanacearum	UP001784924	f	4871	0
pp1310165	Ralstonia pseudosolanacearum	UP001785061	f	4850	0
pp1310165	Ralstonia pseudosolanacearum	UP001786023	f	4884	0
pp1310165	Ralstonia pseudosolanacearum	UP001786024	f	4715	0
pp1310165	Ralstonia pseudosolanacearum	UP001817774	f	4853	0
pp1310165	Ralstonia pseudosolanacearum	UP001168860	f	4908	0
pp1310165	Ralstonia pseudosolanacearum	UP001859399	f	4959	0
pp1310165	Ralstonia pseudosolanacearum	UP001796348	f	4870	0
pp1310165	Ralstonia pseudosolanacearum	UP001794749	f	5067	0
pp1310165	Ralstonia pseudosolanacearum	UP001784975	f	4891	0
pp1310165	Ralstonia pseudosolanacearum	UP001784959	f	4840	0
pp1310165	Ralstonia pseudosolanacearum	UP001784958	f	4862	0
pp1310165	Ralstonia pseudosolanacearum	UP001784838	f	4962	0
pp1310165	Ralstonia pseudosolanacearum	UP001784955	f	4899	0
pp1310165	Ralstonia pseudosolanacearum	UP001791140	f	4835	0
pp1310165	Ralstonia pseudosolanacearum	UP001784952	f	4858	0
pp1310165	Ralstonia pseudosolanacearum	UP001791141	f	4833	0
pp1310165	Ralstonia pseudosolanacearum	UP001784869	f	5012	0
pp1310165	Ralstonia pseudosolanacearum	UP001791113	f	4882	0
pp1310165	Ralstonia pseudosolanacearum	UP001727290	f	4908	0
pp1310165	Ralstonia pseudosolanacearum	UP001727272	f	4908	0
pp1310165	Ralstonia pseudosolanacearum	UP001727176	f	4811	0
pp1310165	Ralstonia pseudosolanacearum	UP001727214	f	4805	0
pp1310165	Ralstonia pseudosolanacearum	UP001727210	f	4900	0
pp1310165	Ralstonia pseudosolanacearum	UP001727226	f	4910	0
pp1310165	Ralstonia pseudosolanacearum	UP001727246	f	5004	0
pp1310165	Ralstonia pseudosolanacearum	UP001727242	f	4951	0
pp1310165	Ralstonia pseudosolanacearum	UP001727230	f	4854	0
pp1310165	Ralstonia pseudosolanacearum	UP001727223	f	4878	0
pp1310165	Ralstonia pseudosolanacearum	UP001727240	f	4915	0
pp1310165	Ralstonia pseudosolanacearum	UP001779376	f	4845	0
pp1310165	Ralstonia pseudosolanacearum	UP001727217	f	4906	0
pp1311	Streptococcus agalactiae	UP000000821	t	2093	2093
pp1311	Streptococcus agalactiae	UP000234974	f	2022	173
pp1311	Streptococcus agalactiae	UP000273488	f	2041	148
pp1311	Streptococcus agalactiae	UP000191259	f	1989	113
pp1311	Streptococcus agalactiae	UP000018482	f	291	107
pp1311	Streptococcus agalactiae	UP000003232	f	2037	104
pp1311	Streptococcus agalactiae	UP000015186	f	1966	97
pp1311	Streptococcus agalactiae	UP000006031	f	2048	93
pp1311	Streptococcus agalactiae	UP000184951	f	1618	90
pp1311	Streptococcus agalactiae	UP000004280	f	2020	80
pp1311	Streptococcus agalactiae	UP000242341	f	1558	68
pp1311	Streptococcus agalactiae	UP000005469	f	1984	66
pp1311	Streptococcus agalactiae	UP000015181	f	1819	56
pp1311	Streptococcus agalactiae	UP000015265	f	1951	46
pp1311	Streptococcus agalactiae	UP000004499	f	1839	45
pp1311	Streptococcus agalactiae	UP000697846	f	1981	36
pp1311	Streptococcus agalactiae	UP000613424	f	1348	34
pp1311	Streptococcus agalactiae	UP000015307	f	1967	34
pp1311	Streptococcus agalactiae	UP000014936	f	1860	31
pp1311	Streptococcus agalactiae	UP000298272	f	1952	28
pp1311	Streptococcus agalactiae	UP001432097	f	1913	23
pp1311	Streptococcus agalactiae	UP000324478	f	2136	21
pp1311	Streptococcus agalactiae	UP001794740	f	1839	20
pp1311	Streptococcus agalactiae	UP000324196	f	1981	20
pp1311	Streptococcus agalactiae	UP000195726	f	1638	20
pp1311	Streptococcus agalactiae	UP000078478	f	1629	18
pp1311	Streptococcus agalactiae	UP001852690	f	2155	17
pp1311	Streptococcus agalactiae	UP000235332	f	2010	15
pp1311	Streptococcus agalactiae	UP000215886	f	1683	14
pp1311	Streptococcus agalactiae	UP001791179	f	1977	11
pp1311	Streptococcus agalactiae	UP000242323	f	1672	11
pp1311	Streptococcus agalactiae	UP000243311	f	1667	9
pp1311	Streptococcus agalactiae	UP001852657	f	2135	8
pp1311	Streptococcus agalactiae	UP000015189	f	1672	8
pp1311	Streptococcus agalactiae	UP000242278	f	1660	7
pp1311	Streptococcus agalactiae	UP000010299	f	1662	7
pp1311	Streptococcus agalactiae	UP000242824	f	1673	6
pp1311	Streptococcus agalactiae	UP000242460	f	1694	5
pp1311	Streptococcus agalactiae	UP000019644	f	1575	5
pp1311	Streptococcus agalactiae	UP000015127	f	1707	5
pp1311	Streptococcus agalactiae	UP000011774	f	1569	5
pp1311	Streptococcus agalactiae	UP000000221	f	1627	5
pp1311	Streptococcus agalactiae	UP001818324	f	1713	4
pp1311	Streptococcus agalactiae	UP001240282	f	1850	4
pp1311	Streptococcus agalactiae	UP001454631	f	1690	3
pp1311	Streptococcus agalactiae	UP000243770	f	1650	3
pp1311	Streptococcus agalactiae	UP000243291	f	1669	3
pp1311	Streptococcus agalactiae	UP001851759	f	1776	2
pp1311	Streptococcus agalactiae	UP001829895	f	1939	2
pp1311	Streptococcus agalactiae	UP000243751	f	1474	2
pp1311	Streptococcus agalactiae	UP000243508	f	1661	2
pp1311	Streptococcus agalactiae	UP000243465	f	1610	2
pp1311	Streptococcus agalactiae	UP000243068	f	1665	2
pp1311	Streptococcus agalactiae	UP000242948	f	1539	2
pp1311	Streptococcus agalactiae	UP000242623	f	1563	2
pp1311	Streptococcus agalactiae	UP000242558	f	1627	2
pp1311	Streptococcus agalactiae	UP000242468	f	1653	2
pp1311	Streptococcus agalactiae	UP000242375	f	1665	2
pp1311	Streptococcus agalactiae	UP000015292	f	1709	2
pp1311	Streptococcus agalactiae	UP000015260	f	1671	2
pp1311	Streptococcus agalactiae	UP001859691	f	1835	1
pp1311	Streptococcus agalactiae	UP001821717	f	1917	1
pp1311	Streptococcus agalactiae	UP001228451	f	1495	1
pp1311	Streptococcus agalactiae	UP000243933	f	1671	1
pp1311	Streptococcus agalactiae	UP000243611	f	1624	1
pp1311	Streptococcus agalactiae	UP000243512	f	1553	1
pp1311	Streptococcus agalactiae	UP000243503	f	1473	1
pp1311	Streptococcus agalactiae	UP000243395	f	1608	1
pp1311	Streptococcus agalactiae	UP000243373	f	1570	1
pp1311	Streptococcus agalactiae	UP000243312	f	1564	1
pp1311	Streptococcus agalactiae	UP000243095	f	1653	1
pp1311	Streptococcus agalactiae	UP000242527	f	1650	1
pp1311	Streptococcus agalactiae	UP000235637	f	2024	1
pp1311	Streptococcus agalactiae	UP000216075	f	1687	1
pp1311	Streptococcus agalactiae	UP000195864	f	1639	0
pp1311	Streptococcus agalactiae	UP000056460	f	1592	0
pp1311	Streptococcus agalactiae	UP000196048	f	1639	0
pp1311	Streptococcus agalactiae	UP000216813	f	1637	0
pp1311	Streptococcus agalactiae	UP000243163	f	1564	0
pp1311	Streptococcus agalactiae	UP000243238	f	1655	0
pp1311	Streptococcus agalactiae	UP000243717	f	1652	0
pp1311	Streptococcus agalactiae	UP000025236	f	1571	0
pp1311	Streptococcus agalactiae	UP000013565	f	1529	0
pp1311	Streptococcus agalactiae	UP001829896	f	1939	0
pp1311	Streptococcus agalactiae	UP001852658	f	2084	0
pp1311	Streptococcus agalactiae	UP001851840	f	1862	0
pp1311	Streptococcus agalactiae	UP001843911	f	1912	0
pp1311	Streptococcus agalactiae	UP000742013	f	196	0
pp1311	Streptococcus agalactiae	UP001244740	f	1577	0
pp1311	Streptococcus agalactiae	UP000242910	f	1641	0
pp1311	Streptococcus agalactiae	UP000242892	f	1695	0
pp1311	Streptococcus agalactiae	UP000243249	f	1622	0
pp1311	Streptococcus agalactiae	UP000243080	f	1609	0
pp1311	Streptococcus agalactiae	UP000235685	f	2020	0
pp1311	Streptococcus agalactiae	UP000243011	f	1576	0
pp1311	Streptococcus agalactiae	UP000242551	f	1656	0
pp1311	Streptococcus agalactiae	UP000243668	f	1632	0
pp1311	Streptococcus agalactiae	UP000243860	f	1651	0
pp1311	Streptococcus agalactiae	UP000243514	f	1624	0
pp1311	Streptococcus agalactiae	UP000195932	f	1638	0
pp1311	Streptococcus agalactiae	UP000216425	f	1638	0
pp1311	Streptococcus agalactiae	UP000012035	f	1502	0
pp131111	Schaalia turicensis	UP001323411	t	1747	1738
pp131111	Schaalia turicensis	UP000003994	t	1706	1706
pp131111	Schaalia turicensis	UP001599489	f	1765	384
pp131111	Schaalia turicensis	UP000234545	f	1709	352
pp1313	Streptococcus pneumoniae	UP000000585	t	2062	2062
pp1313	Streptococcus pneumoniae	UP000002642	f	2522	361
pp1313	Streptococcus pneumoniae	UP000004420	f	2268	277
pp1313	Streptococcus pneumoniae	UP000000586	t	1978	252
pp1313	Streptococcus pneumoniae	UP000004873	f	2323	222
pp1313	Streptococcus pneumoniae	UP000004914	f	2468	215
pp1313	Streptococcus pneumoniae	UP000005557	f	2270	197
pp1313	Streptococcus pneumoniae	UP000215018	f	1960	169
pp1313	Streptococcus pneumoniae	UP000002229	f	2064	157
pp1313	Streptococcus pneumoniae	UP000237910	t	1970	153
pp1313	Streptococcus pneumoniae	UP000003388	f	2354	153
pp1313	Streptococcus pneumoniae	UP000005594	f	2188	141
pp1313	Streptococcus pneumoniae	UP000011891	f	2228	126
pp1313	Streptococcus pneumoniae	UP000012000	f	2219	114
pp1313	Streptococcus pneumoniae	UP000004604	f	2237	86
pp1313	Streptococcus pneumoniae	UP000214979	f	2003	77
pp1313	Streptococcus pneumoniae	UP000031393	f	2108	66
pp1313	Streptococcus pneumoniae	UP000215075	f	1980	60
pp1313	Streptococcus pneumoniae	UP000003526	f	2156	59
pp1313	Streptococcus pneumoniae	UP000000685	f	2239	57
pp1313	Streptococcus pneumoniae	UP000012021	f	2278	56
pp1313	Streptococcus pneumoniae	UP000003690	f	2280	49
pp1313	Streptococcus pneumoniae	UP000001452	t	1885	45
pp1313	Streptococcus pneumoniae	UP000004987	f	2082	44
pp1313	Streptococcus pneumoniae	UP000003522	f	2157	44
pp1313	Streptococcus pneumoniae	UP000014342	f	2111	42
pp1313	Streptococcus pneumoniae	UP000014343	f	2107	41
pp1313	Streptococcus pneumoniae	UP000013339	f	2155	41
pp1313	Streptococcus pneumoniae	UP000008334	f	2034	35
pp1313	Streptococcus pneumoniae	UP001226786	f	1788	31
pp1313	Streptococcus pneumoniae	UP000004352	f	2342	30
pp1313	Streptococcus pneumoniae	UP000013343	f	2142	29
pp1313	Streptococcus pneumoniae	UP000002467	f	2172	29
pp1313	Streptococcus pneumoniae	UP000266160	f	2011	28
pp1313	Streptococcus pneumoniae	UP000215417	f	1761	28
pp1313	Streptococcus pneumoniae	UP000003229	f	2094	28
pp1313	Streptococcus pneumoniae	UP000003013	f	2060	28
pp1313	Streptococcus pneumoniae	UP000013330	f	2070	27
pp1313	Streptococcus pneumoniae	UP000005397	f	2304	27
pp1313	Streptococcus pneumoniae	UP000004981	f	2010	27
pp1313	Streptococcus pneumoniae	UP000215291	f	1962	26
pp1313	Streptococcus pneumoniae	UP000005971	f	2268	26
pp1313	Streptococcus pneumoniae	UP000003486	f	2167	26
pp1313	Streptococcus pneumoniae	UP000018673	f	1972	25
pp1313	Streptococcus pneumoniae	UP000005373	f	2198	25
pp1313	Streptococcus pneumoniae	UP000003750	f	2070	24
pp1313	Streptococcus pneumoniae	UP000003253	f	2095	22
pp1313	Streptococcus pneumoniae	UP000003698	f	2034	22
pp1313	Streptococcus pneumoniae	UP000013353	f	2148	21
pp1313	Streptococcus pneumoniae	UP000004860	f	2114	20
pp1313	Streptococcus pneumoniae	UP000003103	f	2186	19
pp1313	Streptococcus pneumoniae	UP000004269	f	2066	19
pp1313	Streptococcus pneumoniae	UP000012030	f	2216	18
pp1313	Streptococcus pneumoniae	UP000005592	f	2291	17
pp1313	Streptococcus pneumoniae	UP000190970	f	1765	16
pp1313	Streptococcus pneumoniae	UP000003842	f	2266	16
pp1313	Streptococcus pneumoniae	UP000004745	f	2243	16
pp1313	Streptococcus pneumoniae	UP000003509	f	2098	16
pp1313	Streptococcus pneumoniae	UP000004233	f	2198	15
pp1313	Streptococcus pneumoniae	UP000002303	f	2250	14
pp1313	Streptococcus pneumoniae	UP000006445	f	2061	13
pp1313	Streptococcus pneumoniae	UP000003545	f	2193	12
pp1313	Streptococcus pneumoniae	UP000003073	f	2096	12
pp1313	Streptococcus pneumoniae	UP000002980	f	2124	12
pp1313	Streptococcus pneumoniae	UP001776125	f	1964	11
pp1313	Streptococcus pneumoniae	UP000005164	f	2111	11
pp1313	Streptococcus pneumoniae	UP000004983	f	2076	11
pp1313	Streptococcus pneumoniae	UP000004002	f	1993	11
pp1313	Streptococcus pneumoniae	UP000018662	f	1927	10
pp1313	Streptococcus pneumoniae	UP000013372	f	2150	10
pp1313	Streptococcus pneumoniae	UP000003546	f	2143	10
pp1313	Streptococcus pneumoniae	UP000004195	f	2058	10
pp1313	Streptococcus pneumoniae	UP000013359	f	2096	9
pp1313	Streptococcus pneumoniae	UP000005842	f	2297	9
pp1313	Streptococcus pneumoniae	UP000005302	f	2189	9
pp1313	Streptococcus pneumoniae	UP000004755	f	2174	9
pp1313	Streptococcus pneumoniae	UP000004244	f	2018	9
pp1313	Streptococcus pneumoniae	UP000003500	f	2160	9
pp1313	Streptococcus pneumoniae	UP000003696	f	2098	9
pp1313	Streptococcus pneumoniae	UP000013351	f	2024	8
pp1313	Streptococcus pneumoniae	UP000004634	f	2239	8
pp1313	Streptococcus pneumoniae	UP000005930	f	2056	8
pp1313	Streptococcus pneumoniae	UP000004049	f	2092	8
pp1313	Streptococcus pneumoniae	UP001776123	f	1817	7
pp1313	Streptococcus pneumoniae	UP000003992	f	1827	7
pp1313	Streptococcus pneumoniae	UP000007082	f	1980	7
pp1313	Streptococcus pneumoniae	UP000004128	f	2011	7
pp1313	Streptococcus pneumoniae	UP000004716	f	2045	7
pp1313	Streptococcus pneumoniae	UP000002469	f	2099	6
pp1313	Streptococcus pneumoniae	UP000004537	f	2164	6
pp1313	Streptococcus pneumoniae	UP000003567	f	1976	6
pp1313	Streptococcus pneumoniae	UP000005560	f	2060	6
pp1313	Streptococcus pneumoniae	UP000005827	f	2065	6
pp1313	Streptococcus pneumoniae	UP000004445	f	2145	6
pp1313	Streptococcus pneumoniae	UP001860860	f	1925	5
pp1313	Streptococcus pneumoniae	UP001776127	f	2019	5
pp1313	Streptococcus pneumoniae	UP001484856	f	1854	5
pp1313	Streptococcus pneumoniae	UP000017768	f	2190	5
pp1313	Streptococcus pneumoniae	UP000002691	f	1973	5
pp1313	Streptococcus pneumoniae	UP000004328	f	2201	5
pp1313	Streptococcus pneumoniae	UP000005528	f	2081	5
pp1313	Streptococcus pneumoniae	UP000005527	f	2087	5
pp1313	Streptococcus pneumoniae	UP000007654	f	2035	4
pp1313	Streptococcus pneumoniae	UP000001079	f	2074	4
pp1313	Streptococcus pneumoniae	UP000004130	f	2164	4
pp1313	Streptococcus pneumoniae	UP000003646	f	2193	4
pp1313	Streptococcus pneumoniae	UP000003406	f	2146	4
pp1313	Streptococcus pneumoniae	UP000004353	f	2202	4
pp1313	Streptococcus pneumoniae	UP000005685	f	2072	4
pp1313	Streptococcus pneumoniae	UP000005855	f	2112	4
pp1313	Streptococcus pneumoniae	UP000005804	f	2090	4
pp1313	Streptococcus pneumoniae	UP001860945	f	1939	3
pp1313	Streptococcus pneumoniae	UP001776128	f	2041	3
pp1313	Streptococcus pneumoniae	UP001776126	f	1928	3
pp1313	Streptococcus pneumoniae	UP000027338	f	2016	3
pp1313	Streptococcus pneumoniae	UP000012022	f	2216	3
pp1313	Streptococcus pneumoniae	UP000002650	f	2072	3
pp1313	Streptococcus pneumoniae	UP000004361	f	2167	3
pp1313	Streptococcus pneumoniae	UP000004066	f	2177	3
pp1313	Streptococcus pneumoniae	UP000005968	f	2169	3
pp1313	Streptococcus pneumoniae	UP000006021	f	2077	3
pp1313	Streptococcus pneumoniae	UP001860946	f	1933	2
pp1313	Streptococcus pneumoniae	UP001860861	f	1978	2
pp1313	Streptococcus pneumoniae	UP001814563	f	1846	2
pp1313	Streptococcus pneumoniae	UP000008759	f	2100	2
pp1313	Streptococcus pneumoniae	UP000000706	f	2048	2
pp1313	Streptococcus pneumoniae	UP000001078	f	2046	2
pp1313	Streptococcus pneumoniae	UP000003366	f	2173	2
pp1313	Streptococcus pneumoniae	UP000004614	f	2079	2
pp1313	Streptococcus pneumoniae	UP000004841	f	2061	2
pp1313	Streptococcus pneumoniae	UP000004857	f	2107	2
pp1313	Streptococcus pneumoniae	UP000004852	f	2078	2
pp1313	Streptococcus pneumoniae	UP000005162	f	2147	2
pp1313	Streptococcus pneumoniae	UP000004433	f	2113	2
pp1313	Streptococcus pneumoniae	UP000004042	f	2074	2
pp1313	Streptococcus pneumoniae	UP001860943	f	1973	1
pp1313	Streptococcus pneumoniae	UP001860942	f	1870	1
pp1313	Streptococcus pneumoniae	UP001860841	f	1919	1
pp1313	Streptococcus pneumoniae	UP000254932	f	1912	1
pp1313	Streptococcus pneumoniae	UP000218594	f	1814	1
pp1313	Streptococcus pneumoniae	UP000018670	f	1960	1
pp1313	Streptococcus pneumoniae	UP000014971	f	1838	1
pp1313	Streptococcus pneumoniae	UP000012026	f	2202	1
pp1313	Streptococcus pneumoniae	UP000010135	f	1700	1
pp1313	Streptococcus pneumoniae	UP000008949	f	2138	1
pp1313	Streptococcus pneumoniae	UP000002644	f	2071	1
pp1313	Streptococcus pneumoniae	UP000003893	f	2074	1
pp1313	Streptococcus pneumoniae	UP000003887	f	2188	1
pp1313	Streptococcus pneumoniae	UP000003164	f	2100	1
pp1313	Streptococcus pneumoniae	UP000004592	f	2023	1
pp1313	Streptococcus pneumoniae	UP000004325	f	2193	1
pp1313	Streptococcus pneumoniae	UP000004306	f	2036	1
pp1313	Streptococcus pneumoniae	UP000003850	f	2032	1
pp1313	Streptococcus pneumoniae	UP000006243	f	2065	1
pp1313	Streptococcus pneumoniae	UP000003104	f	2144	1
pp1313	Streptococcus pneumoniae	UP000006436	f	2074	1
pp1313	Streptococcus pneumoniae	UP000292485	f	1843	0
pp1313	Streptococcus pneumoniae	UP001244244	f	1788	0
pp1313	Streptococcus pneumoniae	UP000290577	f	1908	0
pp1313	Streptococcus pneumoniae	UP001860964	f	1898	0
pp1313	Streptococcus pneumoniae	UP001854965	f	1958	0
pp1313	Streptococcus pneumoniae	UP001824639	f	1977	0
pp1313	Streptococcus pneumoniae	UP001814565	f	1868	0
pp1313	Streptococcus pneumoniae	UP001860947	f	1899	0
pp1313	Streptococcus pneumoniae	UP000000688	f	2056	0
pp1313	Streptococcus pneumoniae	UP000002934	f	2068	0
pp1313	Streptococcus pneumoniae	UP000003101	f	2041	0
pp1313	Streptococcus pneumoniae	UP000005550	f	2035	0
pp1313	Streptococcus pneumoniae	UP000003865	f	2057	0
pp1313	Streptococcus pneumoniae	UP000003735	f	2109	0
pp1313	Streptococcus pneumoniae	UP000004904	f	2016	0
pp1313	Streptococcus pneumoniae	UP000007651	f	2061	0
pp1313	Streptococcus pneumoniae	UP000002065	f	2114	0
pp1313	Streptococcus pneumoniae	UP000008749	f	2153	0
pp1314	Streptococcus pyogenes	UP000000750	t	1669	1669
pp1314	Streptococcus pyogenes	UP000000564	t	1817	328
pp1314	Streptococcus pyogenes	UP000016663	f	1991	231
pp1314	Streptococcus pyogenes	UP000002434	f	1907	215
pp1314	Streptococcus pyogenes	UP000002436	f	1924	149
pp1314	Streptococcus pyogenes	UP000015682	f	1921	84
pp1314	Streptococcus pyogenes	UP000001039	f	1664	78
pp1314	Streptococcus pyogenes	UP000015446	f	1864	71
pp1314	Streptococcus pyogenes	UP000018083	f	1780	70
pp1314	Streptococcus pyogenes	UP000235570	f	1736	53
pp1314	Streptococcus pyogenes	UP000216012	f	1721	51
pp1314	Streptococcus pyogenes	UP000015765	f	1855	44
pp1314	Streptococcus pyogenes	UP000003831	f	1820	43
pp1314	Streptococcus pyogenes	UP000216485	f	1642	41
pp1314	Streptococcus pyogenes	UP000017595	f	1827	39
pp1314	Streptococcus pyogenes	UP000018238	f	1858	35
pp1314	Streptococcus pyogenes	UP001786797	f	1618	33
pp1314	Streptococcus pyogenes	UP000272750	f	1709	32
pp1314	Streptococcus pyogenes	UP000064545	f	1728	31
pp1314	Streptococcus pyogenes	UP000017464	f	1848	30
pp1314	Streptococcus pyogenes	UP000015452	f	1877	30
pp1314	Streptococcus pyogenes	UP001786801	f	1717	28
pp1314	Streptococcus pyogenes	UP000064792	f	1633	26
pp1314	Streptococcus pyogenes	UP000017573	f	2013	25
pp1314	Streptococcus pyogenes	UP000192432	f	1588	23
pp1314	Streptococcus pyogenes	UP000002435	f	1751	21
pp1314	Streptococcus pyogenes	UP000016661	f	1899	20
pp1314	Streptococcus pyogenes	UP000015861	f	1885	15
pp1314	Streptococcus pyogenes	UP001786867	f	1548	14
pp1314	Streptococcus pyogenes	UP000313331	f	1811	14
pp1314	Streptococcus pyogenes	UP000271985	f	1803	14
pp1314	Streptococcus pyogenes	UP000018356	f	1703	12
pp1314	Streptococcus pyogenes	UP001786800	f	1675	11
pp1314	Streptococcus pyogenes	UP001786758	f	1744	10
pp1314	Streptococcus pyogenes	UP000503083	f	1547	10
pp1314	Streptococcus pyogenes	UP000017616	f	1761	10
